Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start X,Start Y,End X,End Y
Home,CHALLENGE,TACKLE-LOST,1,51542,2061.68,51542,2061.68,Player10,,0.16,0.58,NaN,NaN
Home,BALL LOST,THEFT,1,51542,2061.68,51542,2061.68,Player10,,0.16,0.58,NaN,NaN
Away,CHALLENGE,TACKLE-WON,1,51550,2062,51550,2062,Player20,,0.16,0.56,NaN,NaN
Away,RECOVERY,THEFT,1,51550,2062,51550,2062,Player20,,0.16,0.56,NaN,NaN
Away,PASS,,1,51608,2064.32,51648,2065.92,Player20,Player18,0.18,0.59,0.19,0.37
Away,PASS,,1,51763,2070.52,51793,2071.72,Player18,Player23,0.41,0.22,0.53,0.07
Away,PASS,,1,51796,2071.84,51821,2072.84,Player23,Player24,0.53,0.07,0.63,0.23
Away,PASS,,1,51824,2072.96,51842,2073.68,Player24,Player18,0.63,0.22,0.62,0.29
Away,PASS,,1,51911,2076.44,51931,2077.24,Player18,Player22,0.75,0.44,0.8,0.62
Away,CHALLENGE,TACKLE-WON,1,51960,2078.4,51960,2078.4,Player22,,0.86,0.65,NaN,NaN
Home,RECOVERY,INTERCEPTION,1,51998,2079.92,51998,2079.92,Player6,,0.94,0.66,NaN,NaN
Home,BALL LOST,INTERCEPTION,1,51998,2079.92,52001,2080.04,Player6,,0.94,0.66,0.96,0.68
Away,BALL OUT,,1,52000,2080,52015,2080.6,Player22,,0.94,0.68,1.01,0.62
Home,RECOVERY,,1,52507,2100.28,52507,2100.28,Player11,,0.95,0.61,NaN,NaN
Home,PASS,GOAL KICK,1,52507,2100.28,52550,2102,Player11,Player4,0.95,0.61,0.83,0.78
Home,PASS,,1,52620,2104.8,52692,2107.68,Player4,Player10,0.8,0.77,0.5,0.4
Home,CHALLENGE,AERIAL-WON,1,52692,2107.68,52692,2107.68,Player10,,0.5,0.4,NaN,NaN
Home,BALL LOST,HEAD,1,52692,2107.68,52757,2110.28,Player10,,0.5,0.4,0.47,0.16
Away,CHALLENGE,AERIAL-WON,1,52694,2107.76,52694,2107.76,Player17,,0.49,0.4,NaN,NaN
Away,RECOVERY,INTERCEPTION,1,52694,2107.76,52694,2107.76,Player17,,0.49,0.4,NaN,NaN
Away,PASS,HEAD,1,52696,2107.84,52746,2109.84,Player17,Player18,0.49,0.39,0.45,0.23
Away,PASS,,1,52784,2111.36,52807,2112.28,Player18,Player21,0.47,0.17,0.51,0.32
Away,PASS,,1,52871,2114.84,52936,2117.44,Player21,Player19,0.52,0.31,0.79,0.89
Away,PASS,,1,52941,2117.64,52971,2118.84,Player19,Player23,0.79,0.9,0.85,0.73
Away,PASS,,1,53027,2121.08,53045,2121.8,Player23,Player24,0.89,0.64,0.92,0.46
Away,SHOT,ON TARGET-GOAL,1,53049,2121.96,53075,2123,Player24,,0.92,0.46,1.01,0.48
Home,SET PIECE,KICK OFF,1,54472,2178.88,54472,2178.88,Player9,,NaN,NaN,NaN,NaN
Home,PASS,,1,54472,2178.88,54503,2180.12,Player9,Player6,0.5,0.51,0.59,0.5
Home,PASS,,1,54519,2180.76,54544,2181.76,Player6,Player5,0.59,0.5,0.58,0.65
Home,PASS,,1,54613,2184.52,54656,2186.24,Player5,Player2,0.55,0.68,0.59,0.35
Home,PASS,,1,54702,2188.08,54737,2189.48,Player2,Player1,0.54,0.3,0.4,0.04
Home,PASS,,1,54791,2191.64,54809,2192.36,Player1,Player8,0.37,0.08,0.43,0.17
Home,BALL LOST,INTERCEPTION,1,54841,2193.64,54868,2194.72,Player8,,0.43,0.19,0.27,0.23
Away,RECOVERY,INTERCEPTION,1,54866,2194.64,54866,2194.64,Player17,,0.29,0.25,NaN,NaN
Away,PASS,,1,54891,2195.64,54921,2196.84,Player17,Player23,0.3,0.26,0.46,0.46
Away,PASS,,1,54948,2197.92,54985,2199.4,Player23,Player22,0.46,0.44,0.6,0.1
Home,CHALLENGE,GROUND-WON,1,55044,2201.76,55044,2201.76,Player8,,0.73,0.19,NaN,NaN
Home,RECOVERY,INTERCEPTION,1,55044,2201.76,55044,2201.76,Player8,,0.73,0.19,NaN,NaN
Home,PASS,,1,55044,2201.76,55068,2202.72,Player8,Player2,0.73,0.19,0.77,0.25
Away,CHALLENGE,TACKLE-LOST,1,55076,2203.04,55076,2203.04,Player22,,0.78,0.27,NaN,NaN
Away,BALL LOST,THEFT,1,55076,2203.04,55077,2203.08,Player22,,0.78,0.27,0.78,0.28
Home,PASS,,1,55093,2203.72,55110,2204.4,Player2,Player1,0.75,0.25,0.69,0.21
Home,PASS,,1,55137,2205.48,55157,2206.28,Player1,Player6,0.69,0.2,0.66,0.34
Home,PASS,,1,55252,2210.08,55265,2210.6,Player6,Player5,0.53,0.43,0.55,0.53
Home,PASS,,1,55291,2211.64,55328,2213.12,Player5,Player4,0.53,0.52,0.53,0.74
Home,PASS,,1,55415,2216.6,55437,2217.48,Player4,Player7,0.39,0.84,0.37,0.94
Home,PASS,,1,55501,2220.04,55551,2222.04,Player7,Player3,0.38,0.91,0.57,0.7
Home,PASS,,1,55570,2222.8,55610,2224.4,Player3,Player4,0.57,0.7,0.5,0.83
Home,PASS,,1,55646,2225.84,55687,2227.48,Player4,Player6,0.51,0.85,0.45,0.68
Home,PASS,,1,55687,2227.48,55724,2228.96,Player6,Player2,0.45,0.68,0.53,0.39
Home,PASS,,1,55769,2230.76,55789,2231.56,Player2,Player9,0.49,0.33,0.35,0.29
Home,PASS,,1,55822,2232.88,55865,2234.6,Player9,Player8,0.37,0.26,0.26,0.04
Home,PASS,,1,56006,2240.24,56041,2241.64,Player8,Player1,0.22,0.22,0.14,0.11
Home,PASS,CROSS,1,56059,2242.36,56079,2243.16,Player1,Player5,0.13,0.13,0.1,0.41
Home,SHOT,HEAD-OFF TARGET-OUT,1,56079,2243.16,56131,2245.24,Player5,,0.1,0.41,-0.02,0.76
Away,RECOVERY,,1,56132,2245.28,56132,2245.28,Player25,,0.02,0.49,NaN,NaN
Away,PASS,GOAL KICK,1,56958,2278.32,56980,2279.2,Player25,Player20,0.06,0.42,0.53,0.55
Away,PASS,,1,56988,2279.52,57028,2281.12,Player20,Player15,0.53,0.56,0.45,0.77
Away,PASS,,1,57096,2283.84,57138,2285.52,Player15,Player16,0.47,0.82,0.31,0.72
Away,PASS,,1,57171,2286.84,57201,2288.04,Player16,Player15,0.3,0.72,0.38,0.92
Away,PASS,,1,57233,2289.32,57301,2292.04,Player15,Player23,0.37,0.94,0.77,0.83
Home,CHALLENGE,GROUND,1,57366,2294.64,57366,2294.64,Player3,,0.94,0.79,NaN,NaN
Away,CHALLENGE,GROUND-LOST,1,57372,2294.88,57372,2294.88,Player23,,0.95,0.79,NaN,NaN
Away,BALL OUT,,1,57398,2295.92,57423,2296.92,Player23,,0.99,0.77,1.01,0.76
Home,RECOVERY,,1,57906,2316.24,57906,2316.24,Player11,,0.96,0.59,NaN,NaN
Home,PASS,GOAL KICK,1,57906,2316.24,57976,2319.04,Player11,Player7,0.96,0.59,0.49,0.88
Home,CHALLENGE,AERIAL-WON,1,57976,2319.04,57976,2319.04,Player7,,0.49,0.88,NaN,NaN
Home,BALL OUT,HEAD,1,57976,2319.04,58011,2320.44,Player7,,0.49,0.88,0.54,1.01
Away,CHALLENGE,AERIAL-WON,1,57980,2319.2,57980,2319.2,Player15,,0.49,0.86,NaN,NaN
Away,RECOVERY,INTERCEPTION,1,57989,2319.56,57989,2319.56,Player15,,0.5,0.87,NaN,NaN
Away,BALL LOST,INTERCEPTION,1,57992,2319.68,57997,2319.88,Player15,,0.5,0.87,0.52,0.86
Away,SET PIECE,THROW IN,1,58238,2329.52,58238,2329.52,Player15,,NaN,NaN,NaN,NaN
Away,BALL LOST,,1,58243,2329.72,58268,2330.72,Player15,,0.56,1,0.72,0.92
Home,CHALLENGE,GROUND-WON,1,58262,2330.48,58262,2330.48,Player4,,0.68,0.9,NaN,NaN
Home,RECOVERY,INTERCEPTION,1,58262,2330.48,58262,2330.48,Player4,,0.68,0.9,NaN,NaN
Home,PASS,,1,58262,2330.48,58281,2331.24,Player4,Player5,0.68,0.9,0.64,0.85
Away,CHALLENGE,TACKLE-LOST,1,58268,2330.72,58268,2330.72,Player23,,0.68,0.89,NaN,NaN
Home,PASS,,1,58281,2331.24,58310,2332.4,Player5,Player7,0.64,0.85,0.63,0.89
Home,PASS,,1,58310,2332.4,58328,2333.12,Player7,Player10,0.63,0.89,0.48,0.87
Home,PASS,,1,58369,2334.76,58399,2335.96,Player10,Player8,0.48,0.81,0.48,0.51
Home,PASS,,1,58418,2336.72,58500,2340,Player8,Player1,0.47,0.49,0.37,0.1
Home,BALL LOST,CROSS-INTERCEPTION,1,58595,2343.8,58595,2343.8,Player1,,0.19,0.19,0.14,0.26
Away,RECOVERY,INTERCEPTION,1,58600,2344,58600,2344,Player20,,0.15,0.27,NaN,NaN
Away,PASS,,1,58661,2346.44,58676,2347.04,Player20,Player21,0.15,0.33,0.14,0.43
Away,BALL LOST,INTERCEPTION,1,58680,2347.2,58753,2350.12,Player21,,0.14,0.43,0.38,0.23
Home,CHALLENGE,GROUND-WON,1,58728,2349.12,58728,2349.12,Player6,,0.31,0.26,NaN,NaN
Home,RECOVERY,INTERCEPTION,1,58728,2349.12,58728,2349.12,Player6,,0.31,0.26,NaN,NaN
Home,PASS,,1,58742,2349.68,58757,2350.28,Player6,Player8,0.34,0.23,0.36,0.22
Home,PASS,,1,58803,2352.12,58833,2353.32,Player8,Player2,0.44,0.27,0.54,0.2
Home,PASS,,1,58875,2355,58905,2356.2,Player2,Player6,0.55,0.2,0.48,0.12
Home,PASS,,1,58905,2356.2,58940,2357.6,Player6,Player8,0.48,0.12,0.53,0.29
Home,PASS,,1,59056,2362.24,59088,2363.52,Player8,Player4,0.5,0.46,0.5,0.67
Home,PASS,,1,59151,2366.04,59179,2367.16,Player4,Player7,0.5,0.76,0.41,0.96
Home,PASS,,1,59219,2368.76,59249,2369.96,Player7,Player4,0.42,0.95,0.54,0.92
Home,PASS,,1,59263,2370.52,59316,2372.64,Player4,Player3,0.55,0.94,0.75,0.72
Home,PASS,,1,59354,2374.16,59394,2375.76,Player3,Player6,0.76,0.71,0.61,0.69
Home,PASS,,1,59446,2377.84,59461,2378.44,Player6,Player4,0.6,0.67,0.53,0.78
Home,PASS,,1,59461,2378.44,59484,2379.36,Player4,Player6,0.53,0.78,0.59,0.66
Home,PASS,,1,59586,2383.44,59598,2383.92,Player6,Player9,0.49,0.41,0.42,0.43
Home,PASS,,1,59598,2383.92,59647,2385.88,Player9,Player2,0.42,0.43,0.51,0.21
Home,PASS,,1,59647,2385.88,59674,2386.96,Player2,Player8,0.51,0.21,0.38,0.17
Home,PASS,,1,59749,2389.96,59770,2390.8,Player8,Player1,0.23,0.16,0.21,0.04
Home,PASS,,1,59770,2390.8,59795,2391.8,Player1,Player9,0.21,0.04,0.27,0.17
Home,PASS,,1,59835,2393.4,59848,2393.92,Player9,Player8,0.27,0.17,0.2,0.2
Home,PASS,,1,59848,2393.92,59868,2394.72,Player8,Player9,0.2,0.2,0.25,0.16
Home,PASS,,1,59884,2395.36,59944,2397.76,Player9,Player1,0.25,0.16,0.03,0.26
Home,BALL LOST,CROSS-INTERCEPTION,1,59944,2397.76,59976,2399.04,Player1,,0.03,0.26,0.06,0.51
Home,CHALLENGE,AERIAL-FAULT-LOST,1,59979,2399.16,59979,2399.16,Player10,,0.07,0.54,NaN,NaN
Away,CHALLENGE,AERIAL-WON,1,59980,2399.2,59980,2399.2,Player16,,0.06,0.53,NaN,NaN
Away,RECOVERY,INTERCEPTION,1,59980,2399.2,59980,2399.2,Player16,,0.06,0.53,NaN,NaN
Away,FAULT RECEIVED,,1,60067,2402.68,60067,2402.68,Player16,,0.07,0.54,NaN,NaN
Away,SET PIECE,FREE KICK,1,60802,2432.08,60802,2432.08,Player25,,NaN,NaN,NaN,NaN
Away,BALL LOST,INTERCEPTION,1,60883,2435.32,60945,2437.8,Player25,,0.11,0.55,0.59,0.4
Home,RECOVERY,INTERCEPTION,1,60944,2437.76,60944,2437.76,Player2,,0.61,0.38,NaN,NaN
Home,BALL LOST,,1,60944,2437.76,61016,2440.64,Player2,,0.61,0.38,0.39,0.38
Away,CHALLENGE,AERIAL-LOST,1,60954,2438.16,60954,2438.16,Player24,,0.59,0.39,NaN,NaN
Home,CHALLENGE,AERIAL-LOST,1,61016,2440.64,61016,2440.64,Player10,,0.38,0.43,NaN,NaN
Away,CHALLENGE,AERIAL-WON,1,61018,2440.72,61018,2440.72,Player17,,0.38,0.42,NaN,NaN
Away,RECOVERY,INTERCEPTION,1,61018,2440.72,61018,2440.72,Player17,,0.38,0.42,NaN,NaN
Away,PASS,HEAD,1,61025,2441,61040,2441.6,Player17,Player21,0.38,0.42,0.44,0.39
Away,PASS,HEAD,1,61043,2441.72,61101,2444.04,Player21,Player18,0.44,0.39,0.39,0.16
Away,PASS,,1,61105,2444.2,61143,2445.72,Player18,Player22,0.4,0.14,0.5,0.02
Away,PASS,,1,61153,2446.12,61163,2446.52,Player22,Player18,0.5,0.02,0.43,0.05
Away,BALL LOST,THEFT,1,61182,2447.28,61207,2448.28,Player18,,0.42,0.04,0.42,0.08
Home,RECOVERY,INTERCEPTION,1,61186,2447.44,61186,2447.44,Player9,,0.42,0.05,NaN,NaN
Home,PASS,,1,61186,2447.44,61212,2448.48,Player9,Player8,0.42,0.05,0.44,0.08
Home,BALL LOST,INTERCEPTION,1,61239,2449.56,61299,2451.96,Player8,,0.42,0.13,0.14,0.22
Away,RECOVERY,INTERCEPTION,1,61300,2452,61300,2452,Player17,,0.15,0.23,NaN,NaN
Away,PASS,,1,61305,2452.2,61342,2453.68,Player17,Player18,0.14,0.23,0.19,0.13
Away,PASS,,1,61373,2454.92,61391,2455.64,Player18,Player16,0.17,0.16,0.11,0.41
Away,PASS,,1,61445,2457.8,61495,2459.8,Player16,Player15,0.14,0.52,0.21,0.82
Away,PASS,,1,61590,2463.6,61618,2464.72,Player15,Player16,0.3,0.96,0.19,0.83
Away,BALL LOST,INTERCEPTION,1,61651,2466.04,61715,2468.6,Player16,,0.21,0.88,0.52,0.91
Home,CHALLENGE,AERIAL-WON,1,61699,2467.96,61699,2467.96,Player4,,0.52,0.93,NaN,NaN
Home,RECOVERY,INTERCEPTION,1,61699,2467.96,61699,2467.96,Player4,,0.52,0.93,NaN,NaN
Home,PASS,HEAD,1,61699,2467.96,61782,2471.28,Player4,Player3,0.52,0.93,0.73,0.85
Away,CHALLENGE,TACKLE-LOST,1,61715,2468.6,61715,2468.6,Player19,,0.52,0.92,NaN,NaN
Home,PASS,,1,61782,2471.28,61838,2473.52,Player3,Player11,0.73,0.85,0.92,0.53
Home,PASS,,1,61892,2475.68,61960,2478.4,Player11,Player2,0.88,0.45,0.72,0.14
Home,PASS,,1,61984,2479.36,61999,2479.96,Player2,Player1,0.68,0.12,0.55,0.03
Home,PASS,,1,62034,2481.36,62062,2482.48,Player1,Player2,0.59,0.03,0.71,0.04
Home,PASS,,1,62095,2483.8,62153,2486.12,Player2,Player11,0.74,0.07,0.95,0.35
Home,BALL LOST,INTERCEPTION,1,62153,2486.12,62251,2490.04,Player11,,0.95,0.35,0.56,0.31
Away,RECOVERY,INTERCEPTION,1,62256,2490.24,62256,2490.24,Player21,,0.56,0.24,NaN,NaN
Away,PASS,,1,62307,2492.28,62324,2492.96,Player21,Player18,0.54,0.14,0.46,0.13
Away,PASS,,1,62346,2493.84,62381,2495.24,Player18,Player17,0.45,0.15,0.37,0.31
Away,PASS,,1,62484,2499.36,62507,2500.28,Player17,Player18,0.35,0.34,0.4,0.18
Home,CHALLENGE,GROUND-WON,1,62549,2501.96,62549,2501.96,Player8,,0.45,0.14,NaN,NaN
Home,RECOVERY,INTERCEPTION,1,62549,2501.96,62549,2501.96,Player8,,0.45,0.14,NaN,NaN
Home,BALL OUT,,1,62549,2501.96,62578,2503.12,Player8,,0.45,0.14,0.46,-0.03
Away,CHALLENGE,TACKLE-LOST,1,62575,2503,62575,2503,Player18,,0.46,0.09,NaN,NaN
Away,BALL LOST,THEFT,1,62575,2503,62575,2503,Player18,,0.46,0.09,0.46,0.06
Away,SET PIECE,THROW IN,1,62737,2509.48,62737,2509.48,Player18,,NaN,NaN,NaN,NaN
Away,PASS,,1,62739,2509.56,62760,2510.4,Player18,Player21,0.47,0.01,0.44,0.13
Away,PASS,,1,62804,2512.16,62814,2512.56,Player21,Player18,0.47,0.09,0.44,0.02
Away,PASS,,1,62821,2512.84,62856,2514.24,Player18,Player17,0.44,0.02,0.28,0.25
Away,PASS,,1,62906,2516.24,62946,2517.84,Player17,Player16,0.32,0.37,0.3,0.63
Away,PASS,,1,62991,2519.64,63014,2520.56,Player16,Player20,0.32,0.69,0.39,0.56
Away,PASS,,1,63037,2521.48,63082,2523.28,Player20,Player23,0.39,0.58,0.58,0.75
Home,CHALLENGE,TACKLE-LOST,1,63076,2523.04,63076,2523.04,Player4,,0.57,0.76,NaN,NaN
Away,CHALLENGE,TACKLE-WON,1,63082,2523.28,63082,2523.28,Player23,,0.58,0.75,NaN,NaN
Away,PASS,,1,63174,2526.96,63229,2529.16,Player23,Player24,0.7,0.55,0.82,0.24
Away,PASS,,1,63259,2530.36,63284,2531.36,Player24,Player22,0.81,0.27,0.89,0.28
Away,PASS,,1,63311,2532.44,63338,2533.52,Player22,Player23,0.92,0.24,0.93,0.45
Away,SHOT,OFF TARGET-HEAD-OUT,1,63362,2534.48,63372,2534.88,Player23,,0.93,0.49,1.01,0.6
Home,RECOVERY,,1,63963,2558.52,63963,2558.52,Player11,,0.96,0.61,NaN,NaN
Home,PASS,GOAL KICK,1,63963,2558.52,64019,2560.76,Player11,Player4,0.96,0.61,0.75,0.89
Home,BALL LOST,INTERCEPTION,1,64095,2563.8,64130,2565.2,Player4,,0.67,0.91,0.45,0.71
Away,RECOVERY,INTERCEPTION,1,64130,2565.2,64130,2565.2,Player21,,0.46,0.76,NaN,NaN
Away,BALL LOST,INTERCEPTION,1,64182,2567.28,64239,2569.56,Player21,,0.42,0.88,0.71,0.69
Home,RECOVERY,,1,64240,2569.6,64240,2569.6,Player3,,0.7,0.68,NaN,NaN
Home,PASS,HEAD,1,64240,2569.6,64264,2570.56,Player3,Player6,0.7,0.68,0.6,0.67
Home,BALL LOST,INTERCEPTION,1,64388,2575.52,64413,2576.52,Player6,,0.61,0.94,0.56,0.88
Away,RECOVERY,INTERCEPTION,1,64415,2576.6,64415,2576.6,Player23,,0.54,0.9,NaN,NaN
Away,PASS,,1,64416,2576.64,64438,2577.52,Player23,Player19,0.54,0.9,0.6,0.93
Away,PASS,,1,64442,2577.68,64467,2578.68,Player19,Player20,0.6,0.92,0.61,0.78
Away,PASS,,1,64535,2581.4,64607,2584.28,Player20,Player18,0.61,0.67,0.72,0.17
Away,PASS,,1,64650,2586,64672,2586.88,Player18,Player22,0.75,0.22,0.72,0.32
Away,BALL LOST,INTERCEPTION,1,64701,2588.04,64741,2589.64,Player22,,0.74,0.33,0.93,0.57
Home,RECOVERY,INTERCEPTION,1,64740,2589.6,64740,2589.6,Player4,,0.91,0.58,NaN,NaN
Home,BALL LOST,HEAD,1,64740,2589.6,64767,2590.68,Player4,,0.91,0.58,0.79,0.58
Away,RECOVERY,INTERCEPTION,1,64770,2590.8,64770,2590.8,Player20,,0.77,0.56,NaN,NaN
Away,SHOT,ON TARGET-SAVED,1,64772,2590.88,64799,2591.96,Player20,,0.77,0.55,0.99,0.53
Home,RECOVERY,SAVED,1,64791,2591.64,64791,2591.64,Player11,,0.99,0.5,NaN,NaN
Home,PASS,,1,64870,2594.8,64917,2596.68,Player11,Player4,0.94,0.56,0.84,0.75
Home,PASS,,1,65027,2601.08,65057,2602.28,Player4,Player6,0.72,0.79,0.66,0.56
Home,PASS,,1,65120,2604.8,65153,2606.12,Player6,Player2,0.64,0.53,0.63,0.29
Home,PASS,,1,65193,2607.72,65221,2608.84,Player2,Player1,0.56,0.24,0.43,0.07
Home,PASS,,1,65246,2609.84,65266,2610.64,Player1,Player8,0.41,0.05,0.36,0.02
Home,PASS,,1,65364,2614.56,65391,2615.64,Player8,Player5,0.36,0.23,0.36,0.46
Home,PASS,,1,65391,2615.64,65414,2616.56,Player5,Player6,0.36,0.46,0.44,0.39
Home,PASS,,1,65484,2619.36,65516,2620.64,Player6,Player4,0.42,0.5,0.44,0.74
Home,PASS,,1,65590,2623.6,65610,2624.4,Player4,Player7,0.38,0.82,0.3,1
Home,PASS,,1,65638,2625.52,65661,2626.44,Player7,Player5,0.29,0.99,0.19,0.93
Home,PASS,,1,65699,2627.96,65734,2629.36,Player5,Player7,0.18,0.97,0.24,0.98
Home,PASS,,1,65747,2629.88,65782,2631.28,Player7,Player6,0.24,0.98,0.29,0.73
Home,PASS,,1,65782,2631.28,65793,2631.72,Player6,Player4,0.29,0.73,0.27,0.81
Home,PASS,,1,65793,2631.72,65836,2633.44,Player4,Player3,0.27,0.81,0.43,0.75
Home,PASS,,1,65867,2634.68,65894,2635.76,Player3,Player7,0.42,0.74,0.36,0.96
Home,PASS,,1,65929,2637.16,65949,2637.96,Player7,Player5,0.35,0.96,0.27,1
Home,PASS,,1,65976,2639.04,66016,2640.64,Player5,Player7,0.28,1,0.39,0.97
Home,PASS,,1,66067,2642.68,66097,2643.88,Player7,Player9,0.39,0.96,0.2,0.86
Home,BALL LOST,,1,66097,2643.88,66130,2645.2,Player9,,0.2,0.86,0.19,0.67
Home,CHALLENGE,GROUND-LOST,1,66130,2645.2,66130,2645.2,Player10,,0.21,0.7,NaN,NaN
Home,RECOVERY,,1,66149,2645.96,66149,2645.96,Player5,,0.23,0.79,NaN,NaN
Home,CHALLENGE,GROUND-LOST,1,66156,2646.24,66156,2646.24,Player5,,0.22,0.78,NaN,NaN
Home,BALL LOST,INTERCEPTION,1,66156,2646.24,66156,2646.24,Player5,,0.22,0.78,NaN,NaN
Away,CHALLENGE,TACKLE-LOST,1,66165,2646.6,66165,2646.6,Player21,,0.22,0.78,NaN,NaN
Home,RECOVERY,,1,66208,2648.32,66208,2648.32,Player7,,0.18,0.87,NaN,NaN
Home,BALL LOST,,1,66208,2648.32,66248,2649.92,Player7,,0.18,0.87,0.09,0.83
Away,RECOVERY,THEFT,1,66254,2650.16,66254,2650.16,Player15,,0.1,0.85,NaN,NaN
Away,PASS,,1,66259,2650.36,66267,2650.68,Player15,Player16,0.09,0.84,0.09,0.73
Away,PASS,,1,66272,2650.88,66305,2652.2,Player16,Player19,0.09,0.72,0.25,0.84
Away,PASS,,1,66338,2653.52,66363,2654.52,Player19,Player20,0.27,0.78,0.25,0.65
Home,CHALLENGE,TACKLE-WON,1,66393,2655.72,66393,2655.72,Player10,,0.27,0.68,NaN,NaN
Home,RECOVERY,THEFT,1,66393,2655.72,66393,2655.72,Player10,,0.27,0.68,NaN,NaN
Home,PASS,,1,66393,2655.72,66434,2657.36,Player10,Player9,0.27,0.68,0.3,0.75
Away,CHALLENGE,TACKLE-LOST,1,66429,2657.16,66429,2657.16,Player20,,0.28,0.72,NaN,NaN
Away,BALL LOST,THEFT,1,66429,2657.16,66429,2657.16,Player20,,0.28,0.72,0.26,0.73
Home,BALL LOST,,1,66543,2661.72,66607,2664.28,Player9,,0.18,0.41,0,0.35
Away,RECOVERY,INTERCEPTION,1,66617,2664.68,66617,2664.68,Player25,,0.01,0.37,NaN,NaN
Away,PASS,,1,66716,2668.64,66751,2670.04,Player25,Player22,0.07,0.33,0.36,0.14
Home,CHALLENGE,GROUND-WON,1,66772,2670.88,66772,2670.88,Player6,,0.38,0.16,NaN,NaN
Home,RECOVERY,INTERCEPTION,1,66772,2670.88,66772,2670.88,Player6,,0.38,0.16,NaN,NaN
Away,CHALLENGE,TACKLE-LOST,1,66797,2671.88,66797,2671.88,Player22,,0.38,0.15,NaN,NaN
Away,BALL LOST,THEFT,1,66797,2671.88,66797,2671.88,Player22,,0.38,0.15,0.43,0.2
Home,PASS,,1,66843,2673.72,66878,2675.12,Player6,Player5,0.47,0.16,0.37,0.43
Home,PASS,,1,66929,2677.16,66961,2678.44,Player5,Player7,0.34,0.49,0.22,0.87
Home,SHOT,OFF TARGET-OUT,1,67067,2682.68,67107,2684.28,Player7,,0.13,0.77,-0.02,0.41
Away,RECOVERY,,1,67118,2684.72,67118,2684.72,Player25,,0.04,0.5,NaN,NaN
Away,BALL LOST,FORCED-END HALF,1,67852,2714.08,67857,2714.28,Player25,,0,0.51,0.01,0.47
Home,SET PIECE,KICK OFF-RETAKEN,2,67992,2719.68,67992,2719.68,Player5,,NaN,NaN,NaN,NaN
Home,PASS,,2,67992,2719.68,68022,2720.88,Player5,Player4,0.5,0.51,0.33,0.41
Home,BALL LOST,FORCED,2,68031,2721.24,68031,2721.24,Player4,,0.33,0.42,NaN,NaN
Home,SET PIECE,KICK OFF,2,68416,2736.64,68416,2736.64,Player5,,NaN,NaN,NaN,NaN
Home,PASS,,2,68416,2736.64,68448,2737.92,Player5,Player4,0.5,0.51,0.33,0.41
Home,BALL LOST,INTERCEPTION,2,68479,2739.16,68561,2742.44,Player4,,0.34,0.41,0.78,0.62
Away,RECOVERY,INTERCEPTION,2,68554,2742.16,68554,2742.16,Player17,,0.76,0.66,NaN,NaN
Away,BALL LOST,HEAD-INTERCEPTION,2,68554,2742.16,68613,2744.52,Player17,,0.76,0.66,0.66,0.78
Away,CHALLENGE,AERIAL-LOST,2,68613,2744.52,68613,2744.52,Player22,,0.67,0.8,NaN,NaN
Home,CHALLENGE,AERIAL-WON,2,68614,2744.56,68614,2744.56,Player7,,0.67,0.79,NaN,NaN
Home,RECOVERY,INTERCEPTION,2,68614,2744.56,68614,2744.56,Player7,,0.67,0.79,NaN,NaN
Home,BALL LOST,HEAD-INTERCEPTION,2,68614,2744.56,68667,2746.68,Player7,,0.67,0.79,0.74,0.96
Home,CHALLENGE,TACKLE-WON,2,68676,2747.04,68676,2747.04,Player1,,0.72,0.99,NaN,NaN
Home,RECOVERY,THEFT,2,68676,2747.04,68676,2747.04,Player1,,0.72,0.99,NaN,NaN
Home,BALL OUT,,2,68676,2747.04,68683,2747.32,Player1,,0.72,0.99,0.77,1.02
Away,SET PIECE,THROW IN,2,68981,2759.24,68981,2759.24,Player18,,NaN,NaN,NaN,NaN
Away,PASS,,2,68981,2759.24,69009,2760.36,Player18,Player21,0.74,1.01,0.75,0.91
Away,PASS,,2,69044,2761.76,69127,2765.08,Player21,Player19,0.75,0.89,0.54,0.29
Away,PASS,,2,69127,2765.08,69186,2767.44,Player19,Player15,0.54,0.29,0.63,0.14
Away,PASS,,2,69186,2767.44,69239,2769.56,Player15,Player24,0.63,0.14,0.38,0.2
Away,PASS,,2,69325,2773,69350,2774,Player24,Player19,0.31,0.12,0.25,0.04
Away,PASS,,2,69394,2775.76,69434,2777.36,Player19,Player20,0.31,0.09,0.41,0.31
Away,PASS,,2,69518,2780.72,69563,2782.52,Player20,Player17,0.48,0.52,0.57,0.72
Away,PASS,,2,69563,2782.52,69601,2784.04,Player17,Player18,0.57,0.72,0.43,0.98
Away,PASS,,2,69643,2785.72,69660,2786.4,Player18,Player21,0.42,0.95,0.44,0.82
Away,CHALLENGE,GROUND-ADVANTAGE-WON,2,69678,2787.12,69678,2787.12,Player21,,0.43,0.79,NaN,NaN
Home,CHALLENGE,GROUND-ADVANTAGE-LOST,2,69694,2787.76,69694,2787.76,Player6,,0.42,0.77,NaN,NaN
Away,PASS,,2,69725,2789,69780,2791.2,Player21,Player18,0.39,0.78,0.18,0.97
Away,PASS,,2,69829,2793.16,69859,2794.36,Player18,Player21,0.13,0.92,0.22,0.67
